CODE;DESCRIP;SUPNO;DEPT;TAXIND;CPRICE;AVECOST;SPRICE;SPRICE1;SPRICE2;MUP;MUP1;MUP2;REORD;QOH;QSOLDM;QSOLDY;VSOLDM;VSOLDY;GPM;GPY;QTYBYSTOCK;SCOUNTFLAG;CLOSTOCK;DATELSOLD;DATELPURCH;LASTSUP;SPECSTDATE;SPECENDATE;SPPRICE1;SPPRICE2;SPPRICE3;BFWDQTY;BFWDVAL;QTYSORD;QTYPORD;QTYPURCHM;QTYPURCHY;NEWPR;NEWPR1;NEWPR2;NEWPRDATE;SELLQTY;SUPCODE;MAXDISC;WEIGHT;ALLOWNEGSL;BIN;JCBFWDVAL;LBBFWDVAL;RFBFWDVAL;PACK;KVI
R10446002D1;155/80 12 D/L SP22 R;9;21;1;679.15;275.18;585.0;585.0;0.0;-13.86;-13.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2011/05/16;2011/04/20;9;1960/01/01;1960/01/01;585.0;585.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
I10421003;155/80 12 D/L ISR R;9;21;1;590.45;215.0;585.0;585.0;0.0;-0.92;-0.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2009/07/20;2009/08/20;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;I10421003;0.0;0.0;Y;0;0.0;0.0;0.0;;
R11342001D1;155/80 12 D/L SP22 06) COMM;9;23;1;708.38;453.19;797.0;797.0;300.0;12.51;12.51;-57.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2018/01/18;2018/01/19;38;1960/01/01;1960/01/01;858.0;858.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10415019R1;155/80 13 D/L RST-220 R;9;21;1;564.65;231.0;669.0;669.0;0.0;18.48;18.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2011/04/30;2011/04/30;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10415019;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10424001D1;155/80 13 D/L SPT 5050;9;21;1;537.93;223.28;695.0;695.0;0.0;29.2;29.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2012/04/14;2011/12/29;9;1960/01/01;1960/01/01;392.0;392.0;180.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
R12645022D1;1600     25 DUN 36PR L4 PG7;9;31;1;0.0;0.0;46377.0;46377.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D12642022;0.0;0.0;Y;0;0.0;0.0;0.0;;
G13291048DZ;16.9/14 28 D/L T109 6PR;9;26;1;0.0;0.0;6900.0;6900.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D13291048;0.0;0.0;Y;0;0.0;0.0;0.0;;
G13291047DZ;16.9/14 28 D/L T109 8PR;9;26;1;0.0;0.0;7450.0;7450.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D13291047;0.0;0.0;Y;0;0.0;0.0;0.0;;
G13291058DZ;16.9/14-28 D/L T109 10PR;9;26;1;0.0;0.0;8050.0;8050.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D13291058;0.0;0.0;Y;0;0.0;0.0;0.0;;
G13291049DZ;16.9/14 30 D/L T104 6PR;9;26;1;0.0;0.0;8500.0;8500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D13291049;0.0;0.0;Y;0;0.0;0.0;0.0;;
G13291054DZ;16.9/14 30 D/L T1048PR;9;26;1;0.0;0.0;8500.0;8500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D13291054;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10415018R1;165/80 13 D/L RST-220 R;9;21;1;570.14;422.24;720.0;720.0;0.0;26.28;26.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2020/11/02;2020/11/02;38;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10415018;0.0;0.0;Y;0;0.0;0.0;0.0;;
D11319006;165/80 13 D/L TYFOON 95;9;23;1;756.77;280.8;683.0;683.0;0.0;-9.75;-9.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2011/03/10;2011/03/10;68;1960/01/01;1960/01/01;683.0;683.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
Y10519023R1;175/65 14 D/L RSH-230 TL R;9;21;1;744.35;319.73;835.0;835.0;0.0;12.18;12.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2012/02/14;2012/02/10;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10519023;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10545001D1;175/65 14 D/L SPT 600 R;9;21;1;831.6;321.0;835.0;835.0;0.0;0.41;0.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2011/01/25;2010/12/14;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10545001;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10415010R1;175/65 14 D/L RST-220 R;9;21;1;836.0;359.11;788.0;788.0;0.0;-5.74;-5.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2012/04/26;2012/04/26;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10415010;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10424004D1;175/65 14 D/L SPT 5050;9;21;1;831.6;324.0;835.0;835.0;0.0;0.41;0.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2010/11/16;2010/11/03;9;1960/01/01;1960/01/01;942.0;942.0;268.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10415015R1;175/70 13 D/L RST-220 R;9;21;1;697.91;287.73;786.0;786.0;0.0;12.62;12.62;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2011/11/15;2011/09/01;9;1960/01/01;1960/01/01;745.0;745.0;201.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10424003D1;175/70 13 D/L SPT 5050;9;21;1;737.35;280.1;760.0;760.0;0.0;3.07;3.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2011/05/06;2011/05/05;9;1960/01/01;1960/01/01;784.0;784.0;231.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10540003D1;175/70 14 D/L SPT 6000;9;21;1;959.08;373.68;962.0;962.0;0.0;0.3;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2011/03/08;2011/03/08;9;1960/01/01;1960/01/01;1189.0;1189.0;336.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
Y11319008T1;175/80 14 D/L TYFOON 98S;9;23;1;842.01;292.0;1295.0;1295.0;0.0;53.8;53.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;1960/01/01;1960/01/01;936.0;936.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
R12642008D1;1800     25 DUN 24PR RMSD L5S;9;31;1;0.0;0.0;57734.0;57734.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D12642008;0.0;0.0;Y;0;0.0;0.0;0.0;;
R12740002D1;1800     25 DUN 32PR PG6DT E4;9;27;1;0.0;0.0;56838.0;56838.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D12740002;0.0;0.0;Y;0;0.0;0.0;0.0;;
R12642300D1;1800     25 DUN 40PR RMS INDST;9;31;1;0.0;0.0;62595.0;62595.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D12642300;0.0;0.0;Y;0;0.0;0.0;0.0;;
R12740003D1;1800     33 DUN 32PR PG6DT E4;9;27;1;0.0;0.0;63945.0;63945.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D12740003;0.0;0.0;Y;0;0.0;0.0;0.0;;
G11491016DZ;ZZZ;9;24;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;1960/01/01;1960/01/01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D11491016;0.0;55.4;Y;0;0.0;0.0;0.0;;
G13291056DZ;ZZZ;9;26;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;1960/01/01;1960/01/01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D13291056;0.0;99.86;Y;0;0.0;0.0;0.0;;
G13291053DZ;ZZZ;9;26;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;1960/01/01;1960/01/01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D13291053;0.0;99.87;Y;0;0.0;0.0;0.0;;
G13291052DZ;ZZZ;9;26;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;1960/01/01;1960/01/01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D13291052;0.0;108.56;Y;0;0.0;0.0;0.0;;
G13291008DZ;ZZZ;9;26;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;1960/01/01;1960/01/01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D13291008;0.0;121.36;Y;0;0.0;0.0;0.0;;
D10586044;185/60 14 D/L PROSPEED R;9;21;1;0.0;0.0;1164.0;1164.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10586044;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10539006M1;185/60 14 D/L PROSPT R;9;21;1;825.85;339.88;747.0;747.0;0.0;-9.55;-9.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2012/04/16;2012/04/16;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10539006;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10543001D1;185/60 14 D/L RACER R;9;21;1;845.48;321.8;903.0;903.0;0.0;6.8;6.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2011/06/21;2011/02/02;9;1960/01/01;1960/01/01;1123.0;1021.0733;791.089;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10545002D1;185/60 14 D/L SPT 600 (*);9;21;1;845.48;377.69;954.0;954.0;0.0;12.84;12.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2019/04/25;2012/10/24;9;1960/01/01;1960/01/01;903.0;903.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10545002;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10545003D1;185/65 14 D/L SPT 600 R;9;21;1;988.67;360.0;979.0;979.0;0.0;-0.98;-0.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2010/01/04;2009/12/30;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10545003;0.0;0.0;Y;0;0.0;0.0;0.0;;
D10586022;185/65 14 D/L PROSPEED R;9;21;1;0.0;0.0;1285.0;1285.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10586022;0.0;0.0;Y;0;0.0;0.0;0.0;;
Y10539002M1;185/65 14 D/L PROSPT R;9;21;1;800.98;327.68;927.0;927.0;0.0;15.73;15.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2011/08/23;2011/08/23;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10539002;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10415011R1;185/65 14 D/L RST-220 R;9;21;1;833.06;357.83;917.0;917.0;0.0;10.08;10.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2012/02/17;2012/02/17;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10415011;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10424008D1;185/65 14 D/L SPT 5050 (*);9;21;1;951.02;425.17;895.0;895.0;0.0;-5.89;-5.89;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2013/06/29;2013/06/08;158;1960/01/01;1960/01/01;895.0;895.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
Y10519021R1;185/65 15 D/L RSH-230 R;9;21;1;0.0;0.0;1165.0;1165.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10519021;0.0;0.0;Y;0;0.0;0.0;0.0;;
D10586015;185/70 14 D/L PROSPEED R;9;21;1;0.0;0.0;1348.0;1348.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10586015;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10539001M1;185/70 14 D/L PROSPT R;9;21;1;953.98;331.58;895.0;895.0;0.0;-6.18;-6.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2010/01/05;2009/04/23;9;1960/01/01;1960/01/01;1172.0;1172.0;1172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10424005D1;185/70 14 D/L SPT 5050;9;21;1;891.91;465.56;867.0;867.0;0.0;-2.79;-2.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2015/10/10;2015/10/10;124;1960/01/01;1960/01/01;881.0;881.0;321.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10425001D1;185/80 14 D/L SP 44 RNF R;9;21;1;1222.91;525.3;1129.0;1129.0;0.0;-7.68;-7.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2012/08/04;2012/06/13;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10425001;0.0;0.0;Y;0;0.0;0.0;0.0;;
D10586074;195/50 15 D/L PROSPEED R;9;21;1;0.0;0.0;1403.0;1403.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10586074;0.0;0.0;Y;0;0.0;0.0;0.0;;
Y10539013M1;195/50 15 D/L PROSPT R;9;21;1;834.16;325.0;987.0;987.0;0.0;18.32;18.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2011/03/08;2011/03/08;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10539013;0.0;0.0;Y;0;0.0;0.0;0.0;;
D10586061;195/55 15 D/L PROSPEED R;9;21;1;0.0;0.0;1620.0;1620.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10586061;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10524001D1;195/55 15 D/L SPT 6060;9;21;1;766.37;514.8;911.07;911.07;549.6;18.88;18.88;-28.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2018/02/07;2018/02/07;38;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10524001;0.0;0.0;Y;0;0.0;0.0;0.0;;
D10545004;195/60 14 D/L SPT 600 R;9;21;1;0.0;0.0;1639.0;1639.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10545004;0.0;0.0;Y;0;0.0;0.0;0.0;;
Y10586045N1;195/60 14 D/L PROSPEED R;9;21;1;0.0;0.0;775.0;775.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10586045;0.0;0.0;Y;0;0.0;0.0;0.0;;
D10539007;195/60 14 D/L PROSPT R;9;21;1;0.0;0.0;1559.0;1559.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10539007;0.0;0.0;Y;0;0.0;0.0;0.0;;
D10586048;195/60 15 D/L PROSPEED R;9;21;1;0.0;0.0;1678.0;1678.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10586048;0.0;0.0;Y;0;0.0;0.0;0.0;;
Y10539009M1;195/60 15 D/L PROSPEED;9;21;1;953.86;390.22;1205.0;1205.0;0.0;26.33;26.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2011/06/14;2011/06/14;9;1960/01/01;1960/01/01;1678.0;1678.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
D10519014;195/65 14 D/L RSH-230 R;9;21;1;0.0;0.0;1463.0;1463.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10519014;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10524003D1;195/65 15 D/L SPT 6060;9;21;1;795.26;534.2;930.18;930.18;535.6;16.97;16.97;-32.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2017/10/04;2017/10/04;124;1960/01/01;1960/01/01;1473.0;1473.0;368.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10540007D1;195/70 14 D/L SPT 6000;9;21;1;958.28;618.95;1016.09;1016.09;352.63;6.03;6.03;-63.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2016/05/16;2016/05/17;158;1960/01/01;1960/01/01;1359.0;1359.0;812.5657;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;20/007/7;0.0;0.0;Y;0;0.0;0.0;0.0;;
D11339003;195/70 15 D/L LIGHT- 102S);9;23;1;0.0;0.0;1955.0;1955.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D11339003;0.0;0.0;Y;0;0.0;0.0;0.0;;
D11359003;195/70 15 D/L NOVEX 102S);9;23;1;1803.05;568.43;1955.0;1955.0;0.0;8.43;8.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2009/06/19;2008/08/19;9;1960/01/01;1960/01/01;1654.0;1654.0;639.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
R11326006D1;195/70 15 D/L ENDURA 102S);9;23;1;1441.1;1307.12;1396.14;1396.14;789.36;-3.12;-3.12;-45.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2023/10/02;2023/09/30;38;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D11326006;0.0;0.0;Y;0;0.0;0.0;1600.0;;
R10624001D1;205/40 17 D/L SPT 6060;9;21;1;843.77;566.8;1001.83;1001.83;540.8;18.73;18.73;-35.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2018/08/18;2018/11/10;160;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10624001;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10642002D1;205/40 17 D/L SPT 7000D;9;21;1;1283.47;525.06;970.0;970.0;0.0;-24.42;-24.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2011/09/26;2011/09/26;9;1960/01/01;1960/01/01;2312.0;2312.0;473.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
D10539014;205/50 15 D/L PROSPT R;9;21;1;0.0;0.0;1525.0;1525.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10539014;0.0;0.0;Y;0;0.0;0.0;0.0;;
D10541001;205/50 15 D/L SPT 7000;9;21;1;0.0;0.0;1694.0;1694.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10541001;0.0;0.0;Y;0;0.0;0.0;0.0;;
Y10655013N1;205/50 16 D/L PROSPEED R;9;21;1;0.0;0.0;1600.0;1600.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10655013;0.0;0.0;Y;0;0.0;0.0;0.0;;
Y10639018M1;205/50 16 D/L PROSPT R;9;21;1;0.0;0.0;1600.0;1600.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10639018;0.0;0.0;Y;0;0.0;0.0;0.0;;
R10642009D1;205/50 16 D/L SPT 7000D;9;21;1;1537.97;560.0;3027.0;3027.0;0.0;96.82;96.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2008/03/08;2009/06/15;9;1960/01/01;1960/01/01;2632.0;2393.0142;484.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
D10541002;205/55 15 D/L SPT 7000;9;21;1;0.0;0.0;1841.0;1841.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;9;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;D10541002;0.0;0.0;Y;0;0.0;0.0;0.0;;
