CODE;DESCRIP;SUPNO;DEPT;TAXIND;CPRICE;AVECOST;SPRICE;SPRICE1;SPRICE2;MUP;MUP1;MUP2;REORD;QOH;QSOLDM;QSOLDY;VSOLDM;VSOLDY;GPM;GPY;QTYBYSTOCK;SCOUNTFLAG;CLOSTOCK;DATELSOLD;DATELPURCH;LASTSUP;SPECSTDATE;SPECENDATE;SPPRICE1;SPPRICE2;SPPRICE3;BFWDQTY;BFWDVAL;QTYSORD;QTYPORD;QTYPURCHM;QTYPURCHY;NEWPR;NEWPR1;NEWPR2;NEWPRDATE;SELLQTY;SUPCODE;MAXDISC;WEIGHT;ALLOWNEGSL;BIN;JCBFWDVAL;LBBFWDVAL;RFBFWDVAL;PACK;KVI
296500;750 18 TR15 TRAC TUBE;109;40;1;78.94;71.76;197.35;197.35;197.35;150.0;150.0;150.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2015/01/24;2015/01/24;124;1960/01/01;1960/01/01;66.78;66.78;84.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
281000;750 20 TR177A G/TRUCK;12;40;1;183.57;123.34;75.26;75.26;0.0;-56.54;-56.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;2021/09/30;124;1960/01/01;1960/01/01;75.26;75.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
274520;825    16 TR177A L/TRUCK;109;40;1;172.5;172.5;386.1;386.1;386.1;123.83;123.83;123.83;4.0;4.0;0.0;2.0;0.0;478.26;0.0;133.3;0.0;;0;2025/06/13;2025/08/11;124;1960/01/01;1960/01/01;312.0;312.0;312.0;4.0;690.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
274515;825    16 TR179A L/TRUCK;12;40;1;0.0;0.0;77.38;77.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
274505;825    16 TR258 L/TRUCK;12;40;1;0.0;0.0;108.12;108.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
281510;825    20 TR78A G/TRUCK;109;40;1;165.31;165.31;463.975;463.975;463.975;180.67;180.67;180.67;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2023/06/10;2023/06/10;124;1960/01/01;1960/01/01;96.46;96.46;108.9984;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
295500;900 16 TR15 TRACTOR TUBE;109;40;1;160.78;160.78;401.95;401.95;401.95;150.0;150.0;150.0;1.0;2.0;0.0;1.0;0.0;304.35;0.0;143.57;0.0;;0;2025/07/18;2024/03/30;124;1960/01/01;1960/01/01;401.95;401.95;401.95;2.0;321.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
275250;900 16 TR150 L/TRUCK TUBE;109;40;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;2020/07/10;124;1960/01/01;1960/01/01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
275500;900 16 TR75A L/TRUCK TUBE;109;40;1;161.22;161.22;403.05;403.05;403.05;150.0;150.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2018/07/30;2018/08/22;124;1960/01/01;1960/01/01;403.05;403.05;403.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;94.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
299500;9 24 TR218A TRAC TUBE;109;40;1;190.42;190.42;476.05;476.05;476.05;150.0;150.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2009/09/15;2009/09/15;0;1960/01/01;1960/01/01;129.0028;129.0028;193.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
701983;DEL 15 26 TUBE;94;40;1;326.04;285.0;654.0;654.0;182.25;100.59;100.59;-44.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;1960/01/01;1960/01/01;654.0;654.0;182.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
I10521004;195/65 15 IND RAPIDE;9;21;1;1067.31;353.3;878.03;878.03;848.39;-17.73;-17.73;-20.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;21/004/1;0.0;0.0;Y;0;0.0;0.0;0.0;;
G11291925CU;235/70 16 COOP A/T;9;28;1;2616.93;866.25;960.0;960.0;663.75;-63.32;-63.32;-74.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
D11316006;245/75 15 REGAL SAFARI;9;28;1;1932.37;573.06;1171.0;1171.0;953.14;-39.4;-39.4;-50.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
31;D/L STEAL KNIFE SET;9;84;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
Y10539008M1;195/60 15 D/L PROSPORT;9;21;1;971.1;354.41;1150.0;1150.0;408.34;18.42;18.42;-57.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
DUNLOP BALL T;DUNLOP BALL SET;9;21;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
U4003;DUNLOP TRANSPORTER;9;21;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
31330;195/60 14 F/S F/HAWK 705 (*);12;990;1;1445.35;706.63;1626.0;1626.0;527.95;19.25;19.25;-61.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;1960/01/01;1960/01/01;1322.0;1322.0;527.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
3512510000;205/60 15 CON ECO CONT-6 (91V);14;21;1;2040.07;1054.36;2452.0;2452.0;2452.0;20.19;20.19;20.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;1960/01/01;1960/01/01;2452.0;2452.0;2452.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;0358319-CORRECT CODE;0.0;0.0;Y;0;0.0;0.0;0.0;;
P710;185/65 14 CON PREMIUM CONT;14;21;1;1329.67;371.6;825.77;825.77;1007.78;-37.9;-37.9;-24.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
M014;235/45 17 CON SP-CONT VR);14;21;1;4852.93;1356.16;2734.02;2734.02;1356.16;-43.66;-43.66;-72.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
507546;165/70 13 G/Y GT2;17;21;1;916.67;219.67;451.01;451.01;247.0;-50.8;-50.8;-73.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
876;1050 16 S/H TYRE;5;55;1;330.0;330.0;444.14;444.14;444.14;34.59;34.59;34.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;1960/01/01;1960/01/01;444.14;444.14;444.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
255-931;255-931 RUBBER MOUNTING;162;13;1;12.08;12.08;29.95;29.95;12.08;147.93;147.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
255-046;255-046 RUBBER MOUNTING;162;13;1;13.17;13.17;32.66;32.66;13.17;147.99;147.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
255-766;255-766 BMW 5 SER;162;13;1;7.38;7.38;18.3;18.3;7.38;147.97;147.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;255-766;0.0;0.0;Y;0;0.0;0.0;0.0;;
55866;55866-GT-7241 ESCORT;162;11;1;530.03;366.88;1828.6;1828.6;411.9;245.0;245.0;-22.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
82410220;RIM 10046 X 15 MIRAGE;3;48;1;505.0;505.0;841.28;841.28;505.0;66.59;66.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
141;RIM 11448 X 13 ASSEN ET-7;3;48;1;743.42;743.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;1960/01/01;1960/01/01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;82410028;0.0;0.0;Y;0;0.0;0.0;0.0;;
150;RIM 10846 X 15 A-LINE ACE;3;48;1;559.21;559.21;999.98;559.21;559.21;78.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
151;RIM 15 A-LINE FIVE 4/100;3;48;1;502.19;502.19;1000.0;502.19;502.19;99.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
152;RIM 13 A-LINE GEAR 4/100;3;48;1;326.75;326.75;800.01;326.75;326.75;144.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
153;"RIM 15"" TOYOTA HILUX";3;48;1;983.98;983.98;1967.96;1967.96;1967.96;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2023/09/12;2023/05/27;0;1960/01/01;1960/01/01;1967.96;1967.96;1967.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
154;RIM 13 A-LINE ELECTRA 4/100-10;3;48;1;348.68;348.68;800.0;348.68;348.68;129.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
82401861;RIM 15 PEREZ 512016X6.5 ET45;3;48;1;809.21;809.21;0.0;0.0;809.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;1960/01/01;1960/01/01;0.0;0.0;809.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;82401449;0.0;0.0;Y;0;0.0;0.0;0.0;;
83;RIM 14 A-LINE IMPACT 4108/4;3;48;1;427.63;427.63;567.47;427.63;427.63;32.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
87;RIM 10048 X 17 A-LINE SYMBOL;3;48;1;743.42;743.42;1000.0;743.42;743.42;34.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;1960/01/01;1960/01/01;1000.0;743.42;743.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
48;RIM 17 P1135 ZAX ET35;3;48;1;612.94;612.94;800.0;612.94;612.94;30.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
120;RIM 10846 X 15 ZAXM0165;3;48;1;383.77;383.77;482.44;383.77;383.77;25.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
122;RIM 10046 X 15 ZAX P611;3;48;1;375.0;375.0;550.0125;375.0;375.0;46.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;1960/01/01;1960/01/01;550.0125;375.0;375.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
60;RIM 14 SSW031.4/10035;3;48;1;385.0;385.0;481.25;385.0;385.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
Y11327001R1;205/80 14 D/L REGAL SAFARI;9;23;1;983.89;341.21;1634.0;1634.0;431.4;66.08;66.08;-56.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;1960/01/01;1960/01/01;900.0;431.4;431.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
400;265/75 15   RETREAD;198;37;1;262.6;262.6;699.13;699.13;1133.06;166.23;166.23;331.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
300145;300145;162;11;1;46.0;46.0;206.21;46.0;46.0;348.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
57235L;57235L;162;11;1;155.23;190.41;435.75;379.04;151.61;180.71;144.18;-2.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
56161;56161;162;11;1;204.88;226.24;706.84;706.84;163.57;245.0;245.0;-20.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
45839;45839  300580);162;11;1;123.06;157.88;424.56;424.56;94.05;245.0;245.0;-23.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
56167;56167    320830);162;11;1;182.84;220.28;630.8;630.8;146.63;245.0;245.0;-19.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
56178;56178 GAB  320596);162;11;1;176.31;199.67;608.27;608.27;124.68;245.0;245.0;-29.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
36748;36748;162;11;1;80.0;80.0;334.74;310.82;80.0;318.43;288.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
G35186;55872;162;11;1;856.8;856.8;968.86;968.86;309.21;13.08;13.08;-63.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2021/02/16;2021/02/16;98;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
250180;250180;162;11;1;63.0;63.0;262.5;262.5;63.0;316.67;316.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
16248R;16248R;162;11;1;415.79;432.8;1388.75;1388.75;441.59;234.0;234.0;6.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
16249L;16249L;162;11;1;415.79;432.8;1388.75;1388.75;432.8;234.0;234.0;4.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
283-904;283-904;162;12;1;728.67;390.25;2433.76;2433.76;332.0;234.0;234.0;-54.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
289-632;289-632;162;12;1;356.0;356.0;961.2;961.2;356.0;170.0;170.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
883-222;883-222;162;12;1;305.0;305.0;823.5;823.5;305.0;170.0;170.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
258-766;258-766 EXH FITT;162;12;1;36.4;36.4;62.53;51.26;128.14;71.79;40.82;252.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
265-166;265-166 BRAID FLEX 57MM;162;12;1;137.0;176.0;339.76;339.76;148.44;148.0;148.0;8.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
269-852;269-852 TUBING 269-844 50MM S/;162;12;1;113.0;109.41;280.24;280.24;32.2;148.0;148.0;-71.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
152-290;152-290;162;12;1;100.0;100.0;100.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
507590;175/65 14 G/Y NCT 5;17;21;1;1322.43;343.54;929.06;929.06;224.71;-29.75;-29.75;-83.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
D105410002;205/55 15 D/L SP7000;9;21;1;1590.63;550.16;1518.0;1518.0;495.32;-4.57;-4.57;-68.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
G11291913CU;235/85 16 COOP ST);9;28;1;3686.19;1508.0;2668.0;2668.0;1325.94;-27.62;-27.62;-64.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2011/07/15;2011/07/15;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
R11117023I1;750 16 D/L IND SU522 12);9;23;1;2883.77;1000.04;3205.0;3205.0;800.032;11.14;11.14;-72.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;1960/01/01;1960/01/01;2301.9921;2301.9921;800.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
G11291841CU;235/70 16 COOP ATR);9;28;1;3518.8;1281.28;1893.0;1893.0;920.25;-46.2;-46.2;-73.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
G11291969CU;265/75 16 COOP ST);9;28;1;4789.49;2500.0;2738.15;2738.15;1066.1;-42.83;-42.83;-77.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2015/03/09;2015/03/09;901;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
G11291934CU;245/75 16 COOP ST;9;28;1;3328.03;1361.49;2316.0;2316.0;1121.18;-30.41;-30.41;-66.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;2012/01/12;2011/12/21;124;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
G11291987CU;235/85 16 COOP STT;9;28;1;4014.02;1461.6;2800.0;2800.0;1461.6;-30.24;-30.24;-63.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
D10655035;235/45 17 D/L SUPERSPEED;9;21;1;1507.46;499.0;3005.0;3005.0;499.0;99.34;99.34;-66.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0;;;0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;;0.0;0.0;Y;0;0.0;0.0;0.0;;
